business_id,name,address,city,state,latitude,longitude,stars,review_count,food_type,restaurant_type,country_type,mon,tue,wed,thu,fri,sat,sun
_csgqOCUWhaS4KAwm9Rcag,Chick-fil-A,14111 Rivergate Pkwy,Charlotte,NC,35.103883,-80.984753,2.5,46,Fast Food;,Restaurants;Fast Food;,,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,None
h5ihGbkb8127_lk9iNnV4Q,Arby's,311 S Kings Dr,Charlotte,NC,35.2126019,-80.833598,3.5,11,Fast Food;Sandwiches;,Fast Food;Restaurants;,,None,None,None,None,None,None,None
#NAME?,Dilworth Coffee House,3565 Matthews Mint Hill Rd,Charlotte,NC,35.138222,-80.683397,4,12,Food;Bakeries;,Bakeries;,,6:30-18:30,6:30-18:30,6:30-18:30,6:30-18:30,6:30-18:30,8:0-17:0,8:0-17:0
ERu5CuuGqt072ZViwbsCsg,Domenico's Pizza & Pasta To Go,131 E John St,Charlotte,NC,35.115483,-80.720707,4.5,4,Pizza;,,,None,None,None,None,None,None,None
NgU3L6EE2XVgSO7a5xJ8SA,McDonalds,7810 Lyles Ln NW,Charlotte,NC,35.3668718,-80.7123008,2,9,Fast Food;,Restaurants;Fast Food;,,None,None,None,None,None,None,None
CJTF_t-VTzVF1AH6vt2DAA,CJ's Pub,"3805 Concord Pkwy S, Ste 152",Charlotte,NC,35.3675947,-80.6653594,3,8,,Restaurants;,American (Traditional);,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0
3vkP6t_kKN3JT8MMUaBVEA,Original Pancake House,915 Charlottetowne Ave,Charlotte,NC,35.2135311,-80.8324573,4,226,,Breakfast & Brunch;Kosher;Restaurants;,American (Traditional);,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,7:0-15:0,7:0-15:0
n2WtavwwYZyOr0ImiImquQ,Jack in the Box,220 N Hoskins Rd,Charlotte,NC,35.2660805,-80.882307,2.5,11,Fast Food;,Fast Food;,,None,None,None,None,None,None,None
fOKeVUHC7nb6c8G5sILdHQ,Tony's Pizza,9548 Mt Holly Huntersville Rd,Charlotte,NC,35.357556,-80.868144,4.5,99,Sandwiches;,Restaurants;,Italian;,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-20:0
fycIi0QxogW2yNmcNu1C1A,Juanita's Bakery,"4724 Old Pineville Rd, Ste-A",Charlotte,NC,35.176921,-80.8803162,4.5,8,Bakeries;,Bakeries;,,9:0-17:0,9:0-18:30,9:0-18:30,9:0-19:0,9:0-19:0,9:0-19:0,None
EX60HoNJRs3ALidmEGDgWA,Jimmy John's,350 E McCullough Dr,Charlotte,NC,35.3019365,-80.7491376,4,33,Delis;Sandwiches;,,,None,None,None,None,None,None,None
2INywT8Bxcb-El-6x3IAyA,Waterbean Coffee,"9705 Sam Furr Rd, Ste A",Charlotte,NC,35.44300997,-80.8640987,4.5,49,Coffee & Tea;Beer;,Coffee & Tea;,,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-22:0,7:0-22:0,7:0-19:0
9Q5cvskhn2SXWUx62qZaEA,Queen City Q,3016 Weddington Rd,Charlotte,NC,35.0828507,-80.7328322,3.5,58,,Restaurants;,American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0
CwRPGB3WzV3IE4IukRFI2g,Pizza Hut,8800 Pineville Matthews Rd,Charlotte,NC,35.089258,-80.8683306,2,11,Pizza;Chicken Wings;,,Italian;,None,None,None,None,None,None,None
pOfQ5CnE8YxZeQNvf7WdkQ,Cold Stone Creamery,"2700 W Mallard Creek Church Rd, Ste 210",Charlotte,NC,35.340251,-80.7649965,3,25,Ice Cream & Frozen Yogurt;,,,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-23:0,11:30-23:0,11:30-22:0
M-AvKB7yDY_3BpqsP_bHZQ,Puckett's Farm Equipment,2740 W Sugar Creek Rd,Charlotte,NC,35.3003741,-80.8012766,3.5,7,,Bars;,,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,13:0-12:0
irx72bUk68BCHmKN9ZYHCA,Dolce Vita Wine Bar,3205 N Davidson St,Charlotte,NC,35.247357,-80.8056579,4,53,Beer;Pizza;Food;,Wine Bars;Cocktail Bars;Restaurants;,,None,17:0-23:30,17:0-23:30,17:0-23:30,14:0-2:0,14:0-2:0,12:0-18:0
ObcMSGc1uotvpnwydoStIg,Earl's Grocery,1609 Elizabeth Ave,Charlotte,NC,35.213641,-80.826168,4.5,152,Beer;Food;Specialty Food;Food Trucks;,Restaurants;Breakfast & Brunch;,,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,8:30-18:0,10:30-15:30
#NAME?,Tacos La Hidalguense,2635 Little Rock Rd,Charlotte,NC,35.242273,-80.937658,4,6,Food;,Restaurants;,Mexican;,None,None,None,None,None,None,None
xlUoy-OVO-EgZzfiHJk1Hg,Wendy's,8720 Rachel Freeman Way,Charlotte,NC,35.16378803,-80.9722954,2,12,Fast Food;,Restaurants;Fast Food;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
akPyWKARJ_-ZmnVBgpLyRw,Old Stone Steakhouse,23 S Main St,Charlotte,NC,35.241715,-81.0378824,3.5,101,,Restaurants;,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:30,11:30-22:30,None
n5wZxYrle8ROuK-Saq-yyw,Luisa's Brick Oven,1730 Abbey Pl,Charlotte,NC,35.170641,-80.84658,4,93,Pizza;,,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
QIcXq4Z3_2lvg9rmmoGF-A,Ruby Tuesday,8905 Red Oak Blvd,Charlotte,NC,35.1390711,-80.9082719,2.5,62,Burgers;,Restaurants;Bars;,American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
3e5LbQVdB2V6v2gkhzqaAQ,China Gourmet,1369 Chestnut Ln,Charlotte,NC,35.0682163,-80.7006024,2.5,6,,,Chinese;,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-21:30
wEhtqcfrhVbg4--3DNUSZw,Buffalo Wild Wings,"9402 Northlake W Dr, Ste 103",Charlotte,NC,35.34665846,-80.86083463,2.5,81,Chicken Wings;Beer;Food;Fast Food;,Restaurants;Fast Food;Bars;,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0
2Uhulxv6at2RXPg-ytYRdg,Chile Verde,3036 Weddington Rd,Charlotte,NC,35.0841853,-80.7314409,4,12,,,Mexican;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:0,11:0-22:0
ruiI0UH3oXrekeyelB1yVg,Bi-Lo,1620 Ashley Rd,Charlotte,NC,35.2399896,-80.8982875,2.5,4,Food;,,,None,None,None,None,None,None,None
Y84fM25GsIWfS7E0dMIKDQ,Cedar Street Tavern,"120 N Cedar St, Ste 755",Charlotte,NC,35.2334512,-80.848997,3.5,62,,Bars;Restaurants;,American (Traditional);,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-0:0
YusEQe7E7UakN21E1EKFzQ,The Suffolk Punch,4400 Sharon Rd,Charlotte,NC,35.152188,-80.83176,4,3,Food;Coffee & Tea;,Coffee & Tea;Wine Bars;Beer Bar;,,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:30-20:0,12:0-18:0
gU9_PUEdOOoBaSM49SRObg,Parry's Pizzeria & Bar,6851 Northlake Mall Dr,Charlotte,NC,35.352549,-80.851181,3.5,15,Pizza;,Beer Bar;Bars;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
BE04tjYHMhaHRQbAiJ9JTg,Dunkin' Donuts,2267 Spider Dr NE,Charlotte,NC,35.46467753,-80.59212911,2.5,7,Coffee & Tea;Donuts;,Coffee & Tea;Restaurants;,,None,None,None,None,None,None,None
kkvhQBT1Oh73sVSYZMXeDA,McDonald's,9505 South Blvd,Charlotte,NC,35.107271,-80.880374,1,8,Burgers;Fast Food;,Fast Food;,,None,None,None,None,None,None,None
y_9Nu0uJ-VgRbGZf_6g49w,Waiter's Choice Catering,8031 Arrowridge Blvd,Charlotte,NC,35.134436,-80.908506,5,6,,Restaurants;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
UONIdcsPnUSC1IZmlUUCeA,Tokyo Express,3375 Cloverleaf Pkwy,Charlotte,NC,35.4478523,-80.6050342,4,6,,,Japanese;,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:30,None
MobK3qIaoito7EN6MVZ3pg,Kangaroo Express,15620 John J Delaney Dr,Charlotte,NC,35.05884668,-80.8501482,3.5,5,Food;,,,None,None,None,None,None,None,None
pgtK_RgfhQZCKoOE-Hl7-g,GNC,4119 Park Rd,Charlotte,NC,35.1753411,-80.8498148,2.5,6,Food;Specialty Food;,,,None,None,None,None,None,None,None
htUK5uwiYlKB4coz8-b1XQ,La Frontera,1925 Westinghouse Blvd,Charlotte,NC,35.128079,-80.938538,4,7,,,Mexican;,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-2:0,9:0-22:0,9:0-15:0
npWIa3dIPEV1MTaZNq6AUA,Firebirds Wood Fired Grill,7716 Rea Rd,Charlotte,NC,35.0620547,-80.815844,4,261,Seafood;,Steakhouses;Wine Bars;Bars;,American (New);American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
bxUtoCqGF9GbiPv5DbOs4g,Panera Bread,14835 Ballantyne Village Way,Charlotte,NC,35.053051,-80.850809,3,45,Food;Bagels;Salad;Soup;,Restaurants;Breakfast & Brunch;,,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-22:0,6:0-22:0,7:0-21:0
lBf_TcBWS7XF-TA4qT8MgQ,The Wine Shop,14142 Rivergate Pkwy,Charlotte,NC,35.1023452,-80.9845723,4,117,Food;Beer;,Diners;Restaurants;Bars;Wine Bars;,American (New);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
SzaXTw4F1zk5qD3HVgUcfw,Food Lion,2526 Little Rock Rd,Charlotte,NC,35.245275,-80.93846,2.5,3,Sandwiches;Food;,Restaurants;,,None,None,None,None,None,None,None
XV_eSEqssPsDy2sQu_N68A,Papa John's Pizza,"8139 Kensington Dr, Ste E",Charlotte,NC,34.9547176,-80.7598035,2.5,6,,Restaurants;,,None,None,None,None,None,None,None
Mk-oKCSGqTOnv3JBxboUZQ,Bonsai Grill,101 Depot St,Charlotte,NC,35.500121,-80.848541,3.5,4,,Restaurants;,,None,None,None,None,None,None,None
KbLI0QELlAwbfDUVwo43DQ,Cajun Yard Dog,"8036 Providence Rd, Ste 900",Charlotte,NC,35.0971238,-80.78056097,4,240,Salad;,Restaurants;,American (New);,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-20:0
pK51NY3coNYqAyanojMtGA,Nolia Restaurant,366 N Caswell Rd,Charlotte,NC,35.2121961,-80.8184604,3.5,8,,Restaurants;Breakfast & Brunch;,American (New);,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,10:0-15:0
r_oCBNif2W8mnSXnrXMwPQ,Edible Arrangements,12239 N Community House Rd,Charlotte,NC,35.0686362,-80.8413615,4,5,Food;Specialty Food;,,,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-17:0,None
bNWW_GHLF4M9Pmao4nxpeg,701 Main,701 W South Main St,Charlotte,NC,34.9235888,-80.7501152,3.5,5,,Breakfast & Brunch;Restaurants;Bars;,American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,9:0-22:0,9:0-15:0
Mva2fHrSRNjzyUb4uwlU-A,Papas Pizza To-Go,13649 Providence Rd,Charlotte,NC,35.02341922,-80.76080894,4,15,Salad;Chicken Wings;Pizza;,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0
1hBmklxIBhw9nu9NjOTaQA,Hello Sailor,"20210 Henderson Rd, Ste 101",Charlotte,NC,35.487647,-80.888207,3,9,Seafood;,Bars;Restaurants;,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0
Kh_a2U-LYn4mmJTLGnRIvA,Kangaroo Express,4336 Park Rd,Charlotte,NC,35.172466,-80.851756,2,3,Food;,,,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30
mpEHqp7sbqylm6_GHdhlDg,Burger Company,200 A W Woodlawn Rd,Charlotte,NC,35.1813689,-80.883661,2.5,8,,Restaurants;,,None,None,None,None,None,None,None
1BNWWBwUVxQYUK-IKXRdxA,Jersey Mike's Subs,2908 Oak Lake Blvd,Charlotte,NC,35.190366,-80.922471,4,23,Sandwiches;Fast Food;,Fast Food;Restaurants;,,None,None,None,None,None,None,None
xRrHTt8LcWsGgZ7yQ6YSYQ,Ass Clown Brewing Company,"10620 Bailey Rd, Ste E",Charlotte,NC,35.4575619,-80.8547775,4.5,87,,Breweries;Bars;,,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,12:0-23:0,12:0-23:0,12:0-21:0
sVqV9lzvx98kWU39Fn4c6w,Sky Asian Bistro,9925 Leitner Dr,Charlotte,NC,35.086754,-80.8810249,3.5,131,Buffets;Sushi Bars;,Restaurants;,Chinese;Asian Fusion;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
o2ddliVoWpPzRvXMqoshUA,The Chef,6023 Albemarle Rd,Charlotte,NC,35.2036261,-80.7425606,1.5,3,,Bars;,American (Traditional);American (New);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-1:0,11:0-1:0,11:0-22:0
WD1kR81BAoSFkONE6bV2VA,Crossroads Coffee House,112 N Broome St,Charlotte,NC,34.9256985,-80.743485,4,22,Food;,,,6:0-20:30,6:0-20:30,6:0-20:30,6:0-20:30,6:0-20:30,7:0-20:30,8:0-20:0
u00Ua_WOshbzi_QRBpY6zw,The Donut House,13803 Independence Blvd,Charlotte,NC,35.08413,-80.65876,4.5,36,Donuts;Food;,Breakfast & Brunch;Restaurants;,,6:0-16:30,6:0-16:30,6:0-16:30,6:0-16:30,6:0-16:30,6:0-16:30,None
WJw_ty6Oj-FTdqzjKcZyEQ,Rite Aid,7611 Pineville-matthews Rd,Charlotte,NC,35.086488,-80.8480024,4,3,Food;,,,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,8:0-22:0
FTabxXREW1WetFJ3AQRo4g,Hwy 55 Burgers Shakes & Fries,7800 Steven Mills Rd,Charlotte,NC,35.14011069,-80.62475199,3.5,15,Desserts;Food;Ice Cream & Frozen Yogurt;Cheesesteaks;,Restaurants;Cheesesteaks;Diners;,American (Traditional);,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
OxBV5N6ik6g6Pg0ZTaZE2Q,Food Lion,1704 Harris Houston Rd,Charlotte,NC,35.3151134,-80.6998179,3,4,Food;,,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
RRTAFcRPmlLaYIDGDS7gPA,Wendy's,1801 Sardis Rd N,Charlotte,NC,35.140334,-80.7362634,3,12,Fast Food;,Restaurants;Fast Food;,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
I3Saf0s5ybDKprYPPNWqtA,Urbana Wellness Spa,"7510 Pineville-Matthews Rd, Ste 5-B",Charlotte,NC,35.0882299,-80.8457038,4,68,Coffee & Tea;Food;,Coffee & Tea;,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,9:30-21:30,9:30-21:30,9:30-18:30
#NAME?,Silver Bullet Diner,6003 Albemarle Rd,Charlotte,NC,35.203507,-80.743549,3.5,12,Burgers;Food;,Restaurants;Breakfast & Brunch;,,6:30-17:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-15:0
9Xm2GfG8Rnbb1_CmXyrm3g,Coaltrane's Char Grill,1518 Central Ave,Charlotte,NC,35.2201725,-80.8126243,3.5,19,Salad;Sandwiches;,,American (Traditional);Argentine;,11:0-21:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-2:0,11:0-2:0,11:0-21:0
0PKz4McHMpClZKzqbna4fw,Suite,"210 E Trade St, Ste A300",Charlotte,NC,35.2253172,-80.8424885,2,68,,Bars;,,None,None,22:0-2:0,21:0-2:0,21:30-2:0,21:30-2:0,None
AhCL6qgm4-6vu3tH7ywYwQ,Phat Daddy's Cafe,2741 Old Monroe Rd,Charlotte,NC,35.0870285,-80.69602203,3.5,38,,Diners;,,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-12:0,7:0-14:0
B60N0Fku2lkuQpTJ6t-E7Q,Mexi Cafe,1609 Elizabeth Ave,Charlotte,NC,35.2128682,-80.8258178,3.5,3,,Restaurants;,,None,None,None,None,None,None,None
GwAHQJP5bqBxPVPCS211KA,Akropolis Cafe,8500 University City Blvd,Charlotte,NC,35.2953493,-80.7400475,3,11,,Cafes;,Greek;Mediterranean;,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-21:0
8A_GP28T-gqf91qJRI-lDQ,Taco Bell,6424 Albemarle Rd,Charlotte,NC,35.20255,-80.73531,2,7,,Restaurants;,Tex-Mex;Mexican;,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
6QpC_1BM11WWrGT07JBAMw,Gyro Twins,,Charlotte,NC,35.2263714,-80.7990185,3.5,4,Food;Food Trucks;,Restaurants;,Greek;,None,None,None,None,None,None,None
yBhedmrY-7LP2d6h7MrtwQ,The Fresh Market,10828 Providence Rd,Charlotte,NC,35.061482,-80.771475,3,22,Beer;,,,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0
ohjBWS_-x0Db1FeYluJuIw,Snoop's Grill,415 Hawthorne Ln,Charlotte,NC,35.216323,-80.821777,3.5,15,Ice Cream & Frozen Yogurt;,Restaurants;,American (Traditional);,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,11:0-19:0,None
