business_id,name,address,city,state,latitude,longitude,stars,review_count,food_type,restaurant_type,country_type,mon,tue,wed,thu,fri,sat,sun
lBNPDcSvmUbq7W69HvmRTA,Pizza Hut,550 Butler St,Pittsburgh,PA,40.500796,-79.943429,1.5,15,Pizza;Chicken Wings;,,Italian;,None,None,None,None,None,None,None
bLva9YGmDcnar3YKHE2XzA,Tutti Frutti Frozen Yogurt,5874 Forbes Ave,Pittsburgh,PA,40.4378411,-79.9201088,3.5,31,Food;,,,12:0-22:30,12:0-22:30,12:0-22:30,12:0-22:30,12:0-23:30,12:0-23:30,12:0-22:30
j37Z4LIXTH9j6KOq9aX8DQ,Beer Emporium,302 S Saint Clair St,Pittsburgh,PA,40.4599557,-79.930726,3.5,169,Beer;Food;Sandwiches;,Restaurants;Bars;,American (New);Belgian;,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-21:0
4RhyluqR0eXERECBLallXQ,Sugar & Spice,5200 Clairton Blvd,Pittsburgh,PA,40.3441771,-79.9723768,4,28,Food;Food Trucks;Specialty Food;,,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,12:0-21:0
575BoZY8tDPcfSRcdsUNLw,Eat'n Park,1250 Banksville Rd,Pittsburgh,PA,40.4167567,-80.0303278,3,42,,Restaurants;Breakfast & Brunch;,American (New);American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
2cfzQGANxuIGcCUrlwnV7w,Popeyes Louisiana Kitchen,3420 William Penn Hwy,Pittsburgh,PA,40.4299884,-79.8132914,2,18,Fast Food;Chicken Wings;,Fast Food;Southern;,,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0
JxSmlL_MckX0dvS5XBg0Cg,Olympos Gyros,5950 Steubenville Pk,Pittsburgh,PA,40.4482086,-80.1427729,4,48,,Restaurants;,Greek;,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,None
5rinwJ0Xs-Ay5GmAnzjO8Q,Levelz,1825 E Carson St,Pittsburgh,PA,40.428971,-79.979454,1,3,,Bars;Lounges;,,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
pFmuMpPANaAFQ1PGVv1FeQ,Billu's Indian Grill,3936 Monroeville Blvd,Pittsburgh,PA,40.4370649,-79.777604,3,4,,Restaurants;,,None,None,None,None,None,None,None
J9f-9Prw2YVM-fiZqv2fmQ,Original Hot Dog Shop,3901 Forbes Ave,Pittsburgh,PA,40.442147,-79.956513,3.5,210,Hot Dogs;Pizza;,Restaurants;,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-1:30,10:0-1:30,10:0-1:30,10:0-1:30
a5xUI7TvsNhM5gZr6KowDg,Sesame Inn,711 Browns Ln,Pittsburgh,PA,40.54644648,-80.01902928,3.5,93,,Restaurants;,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,12:0-21:0
Z1etKi_kBsMr3oGolRrGaA,Sauce Pot,807 5th Ave,Pittsburgh,PA,40.5198509,-80.1698834,4.5,4,,Restaurants;,,None,None,None,None,None,None,None
o8TpuB5PmdXXYQhG_SxmhQ,Grande Pizza,12120 Rte 30,Pittsburgh,PA,40.33179,-79.7416919,3,14,Pizza;,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:30,12:0-22:0
SCDym9EeJT8YUkaqVO4cZQ,Camille's Sidewalk Cafe,4596 5th Ave,Pittsburgh,PA,40.7852453,-80.3314019,3.5,7,Sandwiches;,,,None,None,None,None,None,None,None
C2mqIEnUWeo1UOcW00nWtA,Station Brake Cafe,500 Station St,Pittsburgh,PA,40.3934347,-79.8101522,4,15,Sandwiches;Seafood;,Bars;Lounges;Restaurants;,,None,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,17:0-22:0,16:0-22:0
v0KawuAO7clhXCDKobFs0g,Currito - Burritos Without Borders,Pittsburgh International Airport,Pittsburgh,PA,40.49630914,-80.24615765,3,71,,,Mexican;,None,None,None,None,None,None,None
R06MTQpLNdsnr5wrCkMXfQ,Doubleday's,121 6th St,Pittsburgh,PA,40.4435521,-80.0022028,3.5,23,Burgers;,Bars;Restaurants;,,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,14:0-2:0,16:0-21:0
nF5TXLMmC6IJgQxE9CEZPw,Sun Penang,5829 Forbes Ave,Pittsburgh,PA,40.4382561,-79.9218667,3,148,,,Malaysian;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
Fbycyr3KEjDQ4wO9AStmvQ,Cafe Sam,5242 Baum Blvd,Pittsburgh,PA,40.456227,-79.940241,4,70,,,American (New);,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-0:0,17:0-0:0,17:0-22:0
j4jsgp-e315s11ehJfRzAA,The Carlton,500 Grant St,Pittsburgh,PA,40.4396782,-79.9959316,3.5,82,Seafood;,Restaurants;Steakhouses;Diners;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,17:0-23:0,None
vn0wYNms_5PseeYZ6pfLmA,S&D Cafe,1425 Forbes Ave,Pittsburgh,PA,40.4377735,-79.9853827,5,6,Sandwiches;Coffee & Tea;Food;,Coffee & Tea;Cafes;,,7:30-14:30,7:30-14:30,7:30-14:30,7:30-14:30,7:30-14:30,None,None
4l56EXyCWwPlPXcX9qq-jw,Dannys Pizza,5159 Library Rd,Pittsburgh,PA,40.3352143,-80.0228755,4,61,Sandwiches;,Restaurants;,,None,None,None,None,None,None,None
QI0PGXbGkIdInOOBeq6ieQ,TJ Buffet Sushi and Grill,4801 McKnight Rd,Pittsburgh,PA,40.52265051,-80.00647981,3,36,Buffets;,Restaurants;,Japanese;Chinese;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
OohsWZ3A0bo8y6N6vi6ePA,Anthony's Pizza,1820 Brownsville Rd,Pittsburgh,PA,40.396531,-79.987919,3,13,Pizza;,,,None,None,None,None,None,None,None
KF1ngA96RBiRM5h8V7IQ2g,Cool Ice Taipei Kitchen,5813 Forbes Ave,Pittsburgh,PA,40.4381461,-79.9223846,4,30,Ice Cream & Frozen Yogurt;Food;,Restaurants;,Taiwanese;,None,13:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-20:30
FO2SNKF9I8mvTCAvbClJZQ,Pizza Palermo,109 Penn Plz,Pittsburgh,PA,40.4058149,-79.826451,1,4,,Restaurants;,,None,None,None,None,None,None,None
bqW0f0RigwpYyz1lbxhHlw,Penn Brewery,800 Vinial St,Pittsburgh,PA,40.45714166,-79.991501,3.5,201,Food;,Breweries;Restaurants;,German;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
MPjwZL8DHKCEbFw8LYiAIA,Subway,1343 W Liberty Ave,Pittsburgh,PA,40.4111876,-80.0125181,3,3,Fast Food;Sandwiches;,Fast Food;,,None,None,None,None,None,None,None
s0HXXbiItSvVQBLvyckeRA,Dairy Queen,1223 E Carson St,Pittsburgh,PA,40.4289659,-79.9854758,2.5,10,Food;,,,None,None,None,None,None,None,None
FIIIQplC7gkEW2kyRGSFxg,Madison's Bar and Grill,2750 Mosside Blvd,Pittsburgh,PA,40.4371252,-79.7551409,3,4,Salad;,Restaurants;Bars;,American (Traditional);,16:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-21:0
rxpiO3CB5323XsBVzMB7nw,Kerber's Dairy,1856 Guffey Rd,Pittsburgh,PA,40.3101816,-79.7367545,4,18,Food;,,,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0
OFT4gaCiwQFITpPLVtBvKQ,Pittsburgh Sweet Treats,800 Mt Royal Blvd,Pittsburgh,PA,40.5146089,-79.9588424,4.5,3,Cupcakes;Bakeries;Specialty Food;Desserts;,Bakeries;,,None,None,None,9:0-18:0,9:0-18:0,None,None
TjJdpI5XX2zwHmXQbnEWeQ,Gyros N'at,512 Braddock Ave,Pittsburgh,PA,40.40430529,-79.87037929,4.5,14,Food;,Cafes;Restaurants;Food Stands;,,None,None,11:0-16:0,None,11:0-16:0,12:0-22:0,None
63iOXcDVSr8Jm0C8mjzo6g,McDonald's,1 Poplar St,Pittsburgh,PA,40.4273917,-80.0533614,1.5,6,Burgers;Fast Food;,Restaurants;Fast Food;,,None,None,None,None,None,None,None
X6Ld6HChDrQN_4X6V_7VQQ,Ham N Eggers Diner,1025 Lebanon Rd,Pittsburgh,PA,40.36095029,-79.93245,4,6,,Restaurants;Breakfast & Brunch;Diners;,,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0
gCZAYkIcRjNYYRHQ9htpJQ,Bella Luna Trattoria,5060 William Penn Hwy,Pittsburgh,PA,40.4280734,-79.7060147,3.5,77,,Restaurants;,,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,8:0-2:0
EUgHFeAvock2Ut3iWPlG8Q,Taco Bell,4032 William Penn Hwy,Pittsburgh,PA,40.43843197,-79.76794162,2,9,Fast Food;,Fast Food;,Mexican;Tex-Mex;,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,6:0-4:0,6:0-4:0,6:0-3:0
kxXuthvJvKZ_mS5UA3JrLQ,Cala Lily Restaurant And Bar,"500 Grandview Crossing, Ste 20",Pittsburgh,PA,40.64309488,-79.93945207,4,32,Seafood;,Bars;Lounges;Restaurants;,American (New);Mediterranean;,16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,16:30-22:30,16:30-22:30,None
jPWGcicuwRxciN5WGhz_wQ,Simpatico Espresso,"Regional Enterprise Tower, 611 Wm Penn Pl",Pittsburgh,PA,40.44137378,-79.996646,4.5,58,Food;,Juice Bars & Smoothies;,,6:30-16:0,6:30-16:0,6:30-16:0,6:30-16:0,6:30-16:0,8:0-14:0,8:0-14:0
j8INaXpsUvQVzU0nkTZF2g,Oakdale Inn,5200 Noblestown Rd,Pittsburgh,PA,40.39838,-80.186573,3,4,Chicken Wings;,,,None,None,None,None,None,None,None
HKExCPp1uxyQY1jlfYAhkA,The South Side BBQ Restaurant,75 S 17th St,Pittsburgh,PA,40.4293613,-79.9817741,3.5,14,,Restaurants;,,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
gJhfP2eBPrPgEsfjOOVKTA,Havana,200 Shiloh St,Pittsburgh,PA,40.430735,-80.0076349,3.5,5,,Bars;,,None,None,None,None,None,None,None
5Tu0bBjzMYoNwj7ZJ-6EBg,Altar Bar,1620 Penn Ave,Pittsburgh,PA,40.4490046,-79.9867139,3,50,,Bars;,,12:0-18:0,None,12:0-18:0,None,12:0-18:0,None,None
zOP3oRiUR6DP6o9mQ4JYGg,Bootleggers,403 Semple St,Pittsburgh,PA,40.4370186,-79.9548451,3,15,,Bars;,,None,None,None,None,None,None,None
77N3luh2YzfJFJGFIfqqbw,Duke's Upper Deck Cafe,122 W 8th Ave,Pittsburgh,PA,40.405311,-79.912595,3.5,50,,Bars;,American (New);,None,None,None,None,None,None,None
_Tn9xzE06-7kDH2CzRg9YA,City of Bridges Cafe,1000 Airport Blvd,Pittsburgh,PA,40.4956799,-80.2562685,1.5,8,,Restaurants;,,None,None,None,None,None,None,None
BNeS_hZfmdQWsqewj-LuDA,Ting's Kitchen,3200 McIntyre Square Dr,Pittsburgh,PA,40.55316272,-80.0155167,4.5,52,,,Chinese;Taiwanese;Szechuan;,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30
i6x-Wf2uvx4YydJpPmaXmg,Dozen Cupcakes,1707 Murray Ave,Pittsburgh,PA,40.4377104,-79.9228343,3.5,44,Bakeries;Desserts;,Bakeries;,,None,None,None,None,None,None,None
7B-xM_3t9NKebmkEodw3CQ,Mr Hoagie,4734 Lebanon Church Rd,Pittsburgh,PA,40.3543304,-79.9007092,3.5,11,Fast Food;,Fast Food;,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,None,None
WQtacDLMzqmWC4Ks6cMyFQ,Fellini's Pizzeria,100 Broughton Rd,Pittsburgh,PA,40.3441649,-80.0259367,4.5,3,Sandwiches;,Restaurants;,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-22:0
wGUmlG8Vy2g1jMx6fKtIkg,Ribcage Bbq,87 Boat Club Rd,Pittsburgh,PA,40.1976287,-79.9020931,3,10,,Restaurants;,,None,None,None,None,None,None,None
QqpzPFFHeHqyWSPZI-DkvQ,The Hangar,500 Flaugherty Run Rd,Pittsburgh,PA,40.5266227,-80.2493988,3.5,26,,Restaurants;Bars;,American (Traditional);,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0
zJ-V2GZ9q7UkwYFl3G116w,Olive Garden Italian Restaurant,527 Clairton Blvd,Pittsburgh,PA,40.333009,-79.9457087,3.5,32,Salad;,Wine Bars;Bars;Restaurants;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
iKbtAQz2rUu99PgJvcx2Jg,Burgatory,100 Blue Spruce Way,Pittsburgh,PA,40.42782783,-79.70101379,4,113,Burgers;,Bars;Restaurants;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
dHiq1JliKgh_3z-KnTpCaA,Roxanne's Catering,4124 Main St,Pittsburgh,PA,40.4649486,-79.9544552,4,3,Soul Food;Food;Seafood;,Restaurants;Soul Food;Southern;,,None,None,None,None,12:0-18:0,9:0-14:0,11:0-15:0
vGQxPGvI4QLtupSAxO8c7Q,Bantha Tea Bar,5002 Penn Ave,Pittsburgh,PA,40.464887,-79.943944,4.5,18,,Tea Rooms;,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-21:0,11:0-21:0
KNpcPGqDORDdvtekXd348w,Carriage Inn Restaurant and Catering,1601 Lovedale Rd,Pittsburgh,PA,40.285064,-79.8423904,3.5,16,Seafood;,Bars;Lounges;Restaurants;,Italian;American (Traditional);,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,8:0-0:0,8:0-22:0
VtxiIv-VIOp3NIpE5tQQIw,Getgo,3059 E Carson St,Pittsburgh,PA,40.42309277,-79.96011442,3.5,10,Food;,,,None,None,None,None,None,None,None
dWB0HT1nXQ2N8n3bvPKJuQ,John's Chinese & Sushi Restaurant,1778 N Highland Rd,Pittsburgh,PA,40.3527436,-80.051873,4,28,Sushi Bars;,Restaurants;,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:30,11:30-22:30,12:0-21:30
mnI_n7A8sxgOSmtgI3wzQQ,Amazing Cafe,1506 E Carson St,Pittsburgh,PA,40.4286788,-79.9831142,4.5,96,Sandwiches;Gluten-Free;Salad;Food;,Vegetarian;Cafes;Juice Bars & Smoothies;,,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,9:0-15:0,9:0-15:0
9GA2gmLV4NX2oJkuz6fdcA,Garage Door Saloon,223 Atwood St,Pittsburgh,PA,40.4407028,-79.9567901,3,33,Pizza;,Restaurants;Bars;,,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,16:0-2:0,19:0-2:0
wht5FaGi7r86WKW7-VX2lQ,Today's Market,612 Allegheny River Blvd,Pittsburgh,PA,40.5194495,-79.8422971,5,4,Food;,,,10:0-20:0,10:0-18:0,10:0-18:0,10:0-20:0,10:0-18:0,10:0-18:0,11:0-11:15
_PKa6Dj06Q2AHKGkpJ7GnA,Z-Best BBQ,1315 5th Ave,Pittsburgh,PA,40.4388749,-79.9875623,4.5,28,Barbeque;,Barbeque;,,None,11:30-19:0,11:30-19:0,11:30-19:0,11:30-20:0,11:30-20:0,None
bAOWxEeLaQre59MKZiFEIg,Marisqueira Mediterranean Bistro,226 Commercial Ave,Pittsburgh,PA,40.4901919,-79.9044419,3.5,43,Seafood;,Restaurants;,Mediterranean;,None,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,12:0-21:0
icco2swWSWYyItdI_ktyvg,Fox's Pizza Den,2374 Golden Mile Hwy,Pittsburgh,PA,40.46317365,-79.704689,4,4,Pizza;Sandwiches;,,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,11:30-22:0
HNbX93hyrua2p6LO4IwdHA,Taco Bell,1690 Cochran Rd,Pittsburgh,PA,40.391243,-80.060459,2,13,Fast Food;,Fast Food;Restaurants;,Tex-Mex;,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0
sz6_gKcHjtcpWKIZLXV85w,"Or, The Whale",463 Blvd of the Allies,Pittsburgh,PA,40.437299,-79.9984685,4,61,Seafood;,Breakfast & Brunch;Restaurants;,American (Traditional);,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-23:0,8:0-23:0,8:0-22:0
yZ_wpRr4Svw8YRZ9voCgIw,The Vandal,4306 Butler St,Pittsburgh,PA,40.4707671,-79.9599462,4,148,Sandwiches;Burgers;Soul Food;Coffee & Tea;Food;,Soul Food;Cafes;Coffee & Tea;Breakfast & Brunch;,American (New);Modern European;,None,11:0-15:0,11:0-21:0,11:0-21:0,11:0-22:0,9:0-22:0,9:0-14:0
YZItTPlVWeq13bfAJtT2-g,China House II,7400 Church St,Pittsburgh,PA,40.422307,-79.8893217,3,7,,,Chinese;,None,None,None,None,None,None,None
LQFmktF43j2NPncKdNd9mg,Fat Heads Saloon,1805 E Carson St,Pittsburgh,PA,40.4289667,-79.9801756,4,657,,Restaurants;Bars;,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0
2UCXCbv7qaO3d8FfQd4Ing,Pizza Bellino,5839 Forbes Ave,Pittsburgh,PA,40.4382114,-79.9213674,3,62,Salad;Pizza;Chicken Wings;,,,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,10:0-1:0
9_1N2SoNoS3DGV9V-4kndw,Craftwork Kitchen,600 Grant St,Pittsburgh,PA,40.441355,-79.994853,4,23,,Food Court;,,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,None,None
l_pR3x7v2mvE3luVdmGuoQ,Orient Kitchen,4808 Baum Blvd,Pittsburgh,PA,40.4541975,-79.947105,3,60,Sushi Bars;,Restaurants;,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:0-23:0,11:30-22:0
xwEYTGJ_82ScbpXcheqqQw,Subway,"2020 Ardmore Blvd, Ste 170",Pittsburgh,PA,40.421261,-79.854177,3.5,4,Fast Food;Sandwiches;,Fast Food;,,None,None,None,None,None,None,None
WKlMFUCGI7dCysGkFLWvaQ,Stagioni,2104 E Carson St,Pittsburgh,PA,40.4282783,-79.9760041,4,108,,Bars;Restaurants;Wine Bars;Breakfast & Brunch;,Italian;,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:30,17:0-22:30,17:0-21:0
zhPSu9zUD7FTGtCLyVPlaw,Charlie's Ice Cream,4376 Old William Penn Hwy,Pittsburgh,PA,40.4434341,-79.7688637,3.5,7,Ice Cream & Frozen Yogurt;,,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:30,12:0-22:30,12:0-22:0
1n8bvxpBoUOAJsC5csuV3Q,DiCarlo's Original Pizza,2080 Saw Mill Run Blvd,Pittsburgh,PA,40.3922377,-79.997446,4.5,12,Pizza;,,Italian;,16:0-21:0,16:0-21:0,16:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0
u1_a84WeHWa1YlreV6RZtg,Five Guys,1029 Freeport Rd,Pittsburgh,PA,40.4881157,-79.8854112,3.5,15,Fast Food;Burgers;,Fast Food;,American (New);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
KwfKAnIRcLFXotqVsR-6Xw,UPtown Diner,4779 Rt 8,Pittsburgh,PA,40.5964879,-79.9476787,3.5,33,,Breakfast & Brunch;Restaurants;,American (Traditional);,7:0-20:0,6:0-15:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0
F1vdFYr7P4Xb3uAQ2AYgzQ,Empire Palace Asian Restaurant and Bar,5100 Corporate Dr,Pittsburgh,PA,40.5614199,-80.0245729,3.5,49,Sushi Bars;,Dim Sum;Restaurants;,Szechuan;Asian Fusion;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
ZsUFubg6YvJ-WX09Nclckg,Saints and Turncoats,501 E Ohio St,Pittsburgh,PA,40.47876126,-79.96827039,4.5,11,,Local Flavor;,,None,None,None,17:0-22:0,17:0-22:0,None,None
oNF-vT3PbCcncgQjPKFVeA,Crazy Mocha,417 Walnut St,Pittsburgh,PA,40.54063978,-80.18260314,4.5,18,Coffee & Tea;Desserts;,Coffee & Tea;,,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-21:0,7:0-20:0
N60yOH1GpH8wE9kln7m3XQ,Cafe de Noir,802 Brookline Blvd,Pittsburgh,PA,40.3935102,-80.0200891,4.5,9,Coffee & Tea;Sandwiches;,Coffee Roasteries;Coffee & Tea;Restaurants;,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-18:0,9:0-15:0
3nR6JE3hD-D-Fhzr10_k7g,Mitchell's Fish Market,185 W Waterfront Dr,Pittsburgh,PA,40.40896285,-79.91807661,3.5,153,Specialty Food;Food;,Restaurants;,American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
X2lgI8CuVEsH5UDs14rMhw,Andys Wine Bar,510 Market Street,Pittsburgh,PA,40.4414335,-80.0020533,3.5,59,,Wine Bars;Restaurants;Bars;,,15:0-0:0,15:0-0:0,15:0-0:0,15:0-0:0,15:0-1:0,13:0-1:0,15:0-0:0
qUZvcHJ6YDNHVmPLe02mYg,The Pizza Company,1711 Clairton Rd,Pittsburgh,PA,40.3289917,-79.9322574,4,9,Pizza;,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
5MXNeLctex2NmVZHnSvIvg,Mia Madre Trattoria,649 California Ave,Pittsburgh,PA,40.50110949,-80.0672424,4,32,,,Italian;,None,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,None
yko7wPzC6qpbFOJQYs9-GQ,Speedway Gas Station and Mini Store,303 Hulton Rd,Pittsburgh,PA,40.526263,-79.842197,4,5,Food;,,,None,None,None,None,None,None,None
bzy0JfNunYNyH8CYDUFpOA,Open German & Italian Restaurant & Tavern,94 Center Church Rd,Pittsburgh,PA,40.2844072,-80.118667,3.5,17,,Restaurants;Bars;,Italian;,None,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,9:0-20:0
l1JDX-o0wCLykuh78R8Kng,Whitfield,120 S Whitfield St,Pittsburgh,PA,40.4613153,-79.9263448,4,137,,Restaurants;,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-0:0,17:0-0:0,17:0-22:0
wJ4lFz3o1HGJ4wNCCsQTQQ,The Zone,5217 Butler St,Pittsburgh,PA,40.480844,-79.954475,2.5,4,,Restaurants;,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-15:0,None
JkLGKsj97FDqYQI-TTsu4w,Big Lots - Bridgeville,"1155 Washington Pike, Ste 46",Pittsburgh,PA,40.3692707,-80.1055518,4,4,Food;,,,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,9:0-22:0
CwGRFM0Y9ca8MBxg2lVqbQ,Andora,1616 Mount Nebo Rd,Pittsburgh,PA,40.5533449,-80.1079655,3.5,77,,,American (New);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:30-23:0,11:30-23:0,11:30-21:0
